description,category
Domino's NEFT,Food
Flight Ticket NEFT,Travel
Myntra Online,Shopping
Instamart IMPS,Groceries
Haldirams IMPS,Food
Mall Purchase Purchase,Shopping
Courier Service Payment,Miscellaneous
Parking Fee Recharge,Miscellaneous
Maintenance Charges via UPI,Bills
Bus Ticket Purchase,Travel
Gym Membership Purchase,Miscellaneous
Bikanervala Transaction,Food
Clinic Visit via UPI,Healthcare
Swiggy Auto-pay,Food
Household Items via UPI,Groceries
McDonalds Recharge,Food
Donation Payment,Miscellaneous
Supermarket Grocery via UPI,Groceries
Flight Ticket via UPI,Travel
Milk Purchase Payment,Groceries
Donation via UPI,Miscellaneous
Clinic Visit IMPS,Healthcare
Steam App,Entertainment
Instamart NEFT,Groceries
Doctor Consultation Recharge,Healthcare
Haldirams via UPI,Food
Ajio App,Shopping
Nature's Basket Bill,Groceries
Music Subscription via UPI,Entertainment
Flight Ticket App,Travel
Street Food Recharge,Food
BlueDart NEFT,Miscellaneous
Dining App,Food
Donation App,Miscellaneous
DMart IMPS,Groceries
PVR Cinemas Auto-pay,Entertainment
Jio Recharge Recharge,Bills
Milk Purchase Online,Groceries
Shoppers Stop NEFT,Shopping
Hospital Bill Recharge,Healthcare
Clinic Visit Online,Healthcare
Rapido App,Travel
Reliance Smart Auto-pay,Groceries
Clinic Visit Purchase,Healthcare
DMart App,Groceries
Shoppers Stop Online,Shopping
Croma App,Shopping
Doctor Consultation Auto-pay,Healthcare
Rent Payment Recharge,Bills
Uber Purchase,Travel
Inox Recharge,Entertainment
Electricity Bill App,Bills
BigBasket Purchase,Groceries
Steam NEFT,Entertainment
Cult.fit Payment,Miscellaneous
PVR Cinemas via UPI,Entertainment
Restaurant IMPS,Food
Supermarket Grocery Online,Groceries
Train Ticket Recharge,Travel
Bescom Auto-pay,Bills
Bus Ticket Auto-pay,Travel
ATM Withdrawal Auto-pay,Miscellaneous
Health Insurance Payment,Healthcare
Shoppers Stop Online,Shopping
Maintenance Charges Transaction,Bills
OTT Subscription Bill,Entertainment
Swiggy Payment,Food
PVR Cinemas Auto-pay,Entertainment
Bus Ticket via UPI,Travel
Swiggy Recharge,Food
Bescom,Bills
Zomato Auto-pay,Food
DMart Bill,Groceries
Event Ticket Bill,Entertainment
Mahanagar Gas NEFT,Bills
Bikanervala NEFT,Food
DTH Recharge Payment,Bills
Bakery via UPI,Food
Netmeds Auto-pay,Healthcare
Cafe Coffee Day Bill,Food
Jio Recharge Auto-pay,Bills
Event Ticket App,Entertainment
DMart,Groceries
Gaming Top-up Purchase,Entertainment
Spotify Bill,Entertainment
Flight Ticket App,Travel
1mg App,Healthcare
Clothing Store Auto-pay,Shopping
India Post Transaction,Miscellaneous
Croma Recharge,Shopping
Nykaa,Shopping
Nykaa Recharge,Shopping
Household Items IMPS,Groceries
Health Insurance Online,Healthcare
Reliance Smart Bill,Groceries
Train Ticket Transaction,Travel
Metro Recharge NEFT,Travel
Health Insurance Recharge,Healthcare
OTT Subscription Auto-pay,Entertainment
Doctor Consultation Auto-pay,Healthcare
General Store Online,Groceries
Lifestyle NEFT,Shopping
Event Ticket Recharge,Entertainment
Apollo Pharmacy,Healthcare
Music Subscription Bill,Entertainment
Water Bill via UPI,Bills
Rent Payment Purchase,Bills
Lifestyle Online,Shopping
Shoppers Stop NEFT,Shopping
Parking Fee Transaction,Miscellaneous
Doctor Consultation Online,Healthcare
Uber Purchase,Travel
Flipkart Recharge,Shopping
Practo Payment,Healthcare
ATM Withdrawal Transaction,Miscellaneous
RedBus,Travel
Practo IMPS,Healthcare
Rapido via UPI,Travel
Croma App,Shopping
Temple Donation App,Miscellaneous
Cafe Coffee Day NEFT,Food
Courier Service Purchase,Miscellaneous
Gaming Top-up via UPI,Entertainment
Rapido Purchase,Travel
Vi Mobile Bill Online,Bills
Netflix Transaction,Entertainment
Reliance Digital NEFT,Shopping
Daily Essentials via UPI,Groceries
Temple Donation Recharge,Miscellaneous
Restaurant via UPI,Food
Bescom via UPI,Bills
Hospital Bill via UPI,Healthcare
Water Bill Recharge,Bills
Bakery,Food
Rent Payment,Bills
Event Ticket Auto-pay,Entertainment
Pharma Bill,Healthcare
Vi Mobile Bill Online,Bills
Charity,Miscellaneous
Starbucks IMPS,Food
Pharma NEFT,Healthcare
Gaming Top-up IMPS,Entertainment
DTH Recharge Online,Bills
Ajio Purchase,Shopping
Bus Ticket Recharge,Travel
Nature's Basket NEFT,Groceries
Restaurant,Food
DMart via UPI,Groceries
PVR Cinemas,Entertainment
Maintenance Charges,Bills
MakeMyTrip IMPS,Travel
IRCTC Auto-pay,Travel
Indigo Airlines App,Travel
Netflix IMPS,Entertainment
Lifestyle via UPI,Shopping
Ola Payment,Travel
ATM Withdrawal,Miscellaneous
BigBasket via UPI,Groceries
Sports Ticket NEFT,Entertainment
Bescom Online,Bills
Zomato Purchase,Food
Sports Ticket Online,Entertainment
General Store NEFT,Groceries
Nature's Basket App,Groceries
Mall Purchase Online,Shopping
Clothing Store,Shopping
Mahanagar Gas Bill,Bills
Parking Fee NEFT,Miscellaneous
Nature's Basket Online,Groceries
Steam App,Entertainment
Shoppers Stop NEFT,Shopping
Gaming Top-up,Entertainment
Shoppers Stop Recharge,Shopping
Indigo Airlines Purchase,Travel
Water Bill Online,Bills
Pharma IMPS,Healthcare
IRCTC Recharge,Travel
Restaurant Online,Food
Electricity Bill IMPS,Bills
Starbucks Purchase,Food
Jio Recharge IMPS,Bills
Temple Donation NEFT,Miscellaneous
Cab Ride Payment,Travel
Spotify Payment,Entertainment
Practo Bill,Healthcare
Airport Taxi NEFT,Travel
Cafe Coffee Day NEFT,Food
Metro Recharge IMPS,Travel
Bank Charges via UPI,Miscellaneous
Pharma via UPI,Healthcare
Nykaa IMPS,Shopping
Doctor Consultation Payment,Healthcare
Medical Lab Test IMPS,Healthcare
Zomato IMPS,Food
Metro Recharge IMPS,Travel
Cult.fit Auto-pay,Miscellaneous
Bus Ticket Transaction,Travel
Domino's Transaction,Food
Pharma IMPS,Healthcare
Indigo Airlines NEFT,Travel
Shoppers Stop Transaction,Shopping
Street Food App,Food
Nature's Basket NEFT,Groceries
Electricity Bill Recharge,Bills
Local Cafe,Food
Hospital Bill Transaction,Healthcare
Spotify Payment,Entertainment
Electronics Store Payment,Shopping
General Store Transaction,Groceries
Clothing Store App,Shopping
Flight Ticket Auto-pay,Travel
Practo Online,Healthcare
BlueDart NEFT,Miscellaneous
Local Cafe via UPI,Food
IRCTC Transaction,Travel
Broadband Bill Recharge,Bills
Amazon Prime Recharge,Entertainment
DTH Recharge Transaction,Bills
Donation Purchase,Miscellaneous
Courier Service,Miscellaneous
Electricity Bill Payment,Bills
Hospital Bill IMPS,Healthcare
Flight Ticket IMPS,Travel
Music Subscription IMPS,Entertainment
Swiggy Bill,Food
Bank Charges Payment,Miscellaneous
Hospital Bill Bill,Healthcare
Airport Taxi Bill,Travel
General Store App,Groceries
Restaurant Transaction,Food
Clothing Store Online,Shopping
1mg App,Healthcare
Netmeds,Healthcare
Broadband Bill Auto-pay,Bills
Cafe Coffee Day Purchase,Food
Uber IMPS,Travel
Blinkit Transaction,Groceries
Milk Purchase Purchase,Groceries
Blinkit Online,Groceries
Jio Recharge Payment,Bills
Water Bill Auto-pay,Bills
Milk Purchase Recharge,Groceries
Gaming Top-up IMPS,Entertainment
Airport Taxi App,Travel
Dental Treatment Purchase,Healthcare
Amazon Prime Bill,Entertainment
Street Food Transaction,Food
Rent Payment via UPI,Bills
Amazon App,Shopping
Temple Donation App,Miscellaneous
Flight Ticket Transaction,Travel
Supermarket Grocery via UPI,Groceries
Steam Purchase,Entertainment
Pharma IMPS,Healthcare
Cab Ride Transaction,Travel
IRCTC IMPS,Travel
Dining,Food
Inox IMPS,Entertainment
Steam NEFT,Entertainment
Spotify NEFT,Entertainment
Nature's Basket,Groceries
Reliance Smart Bill,Groceries
Reliance Smart Payment,Groceries
Steam,Entertainment
Inox via UPI,Entertainment
Jio Recharge Online,Bills
Lifestyle Auto-pay,Shopping
Tata Power Online,Bills
Local Cafe via UPI,Food
Temple Donation Transaction,Miscellaneous
Blinkit Bill,Groceries
Spotify via UPI,Entertainment
Shoppers Stop via UPI,Shopping
Local Kirana Purchase,Groceries
Jio Recharge Bill,Bills
Local Kirana,Groceries
Water Bill Purchase,Bills
Myntra Online,Shopping
BookMyShow NEFT,Entertainment
Local Cafe Purchase,Food
Airtel Postpaid Online,Bills
Ola Recharge,Travel
Practo Auto-pay,Healthcare
Bakery Payment,Food
Cab Ride,Travel
Airtel Postpaid Payment,Bills
PVR Cinemas NEFT,Entertainment
Household Items Recharge,Groceries
Bank Charges,Miscellaneous
DMart Bill,Groceries
BigBasket NEFT,Groceries
Practo,Healthcare
Ajio via UPI,Shopping
Steam via UPI,Entertainment
Appliance Store Payment,Shopping
Dining Auto-pay,Food
Inox Payment,Entertainment
Bescom Recharge,Bills
Ola IMPS,Travel
Pharma via UPI,Healthcare
ATM Withdrawal App,Miscellaneous
Lifestyle Bill,Shopping
Temple Donation via UPI,Miscellaneous
Practo IMPS,Healthcare
BlueDart Transaction,Miscellaneous
Nature's Basket Auto-pay,Groceries
Flipkart Recharge,Shopping
Coffee Shop Payment,Food
Electronics Store via UPI,Shopping
Restaurant Purchase,Food
DTH Recharge Bill,Bills
Bus Ticket Payment,Travel
Clothing Store via UPI,Shopping
Household Items Transaction,Groceries
Pharma IMPS,Healthcare
India Post Transaction,Miscellaneous
Netmeds Online,Healthcare
General Store,Groceries
Electronics Store Purchase,Shopping
Clinic Visit NEFT,Healthcare
Appliance Store via UPI,Shopping
DMart Purchase,Groceries
OTT Subscription Auto-pay,Entertainment
Sports Ticket,Entertainment
General Store NEFT,Groceries
Netmeds via UPI,Healthcare
BigBasket Recharge,Groceries
Amazon App,Shopping
Coffee Shop Online,Food
Local Kirana Online,Groceries
McDonalds Transaction,Food
Indigo Airlines NEFT,Travel
Gaming Top-up via UPI,Entertainment
Shoppers Stop Recharge,Shopping
Zomato App,Food
Instamart Transaction,Groceries
Restaurant Auto-pay,Food
Practo,Healthcare
BlueDart NEFT,Miscellaneous
Supermarket Grocery,Groceries
India Post,Miscellaneous
IRCTC App,Travel
Parking Fee IMPS,Miscellaneous
DMart App,Groceries
Spotify,Entertainment
Rapido App,Travel
Doctor Consultation Payment,Healthcare
Cafe Coffee Day Transaction,Food
ATM Withdrawal via UPI,Miscellaneous
Netmeds Recharge,Healthcare
McDonalds Recharge,Food
Domino's NEFT,Food
Reliance Digital Bill,Shopping
Dining Payment,Food
Starbucks IMPS,Food
Hospital Bill Transaction,Healthcare
Air India IMPS,Travel
BlueDart Recharge,Miscellaneous
Reliance Smart,Groceries
Air India Online,Travel
Bikanervala,Food
Milk Purchase Payment,Groceries
Gaming Top-up Online,Entertainment
Zomato Payment,Food
Household Items,Groceries
Local Kirana Online,Groceries
Netmeds Bill,Healthcare
Supermarket Grocery App,Groceries
Airtel Postpaid Online,Bills
Vi Mobile Bill via UPI,Bills
Uber NEFT,Travel
Vi Mobile Bill NEFT,Bills
BlueDart NEFT,Miscellaneous
Mahanagar Gas Purchase,Bills
Supermarket Grocery IMPS,Groceries
Air India IMPS,Travel
ATM Withdrawal Transaction,Miscellaneous
Hotstar Recharge,Entertainment
IRCTC Recharge,Travel
ATM Withdrawal NEFT,Miscellaneous
Hospital Bill,Healthcare
Appliance Store Transaction,Shopping
Clinic Visit Auto-pay,Healthcare
Music Subscription via UPI,Entertainment
Appliance Store App,Shopping
Dental Treatment via UPI,Healthcare
Household Items App,Groceries
Clinic Visit Online,Healthcare
Practo IMPS,Healthcare
Bescom via UPI,Bills
Haldirams Payment,Food
Shoppers Stop Transaction,Shopping
Street Food Payment,Food
Apollo Pharmacy Purchase,Healthcare
Bikanervala,Food
Donation NEFT,Miscellaneous
Cab Ride NEFT,Travel
Jio Recharge Bill,Bills
Coffee Shop App,Food
KFC IMPS,Food
Clinic Visit Payment,Healthcare
Airport Taxi Auto-pay,Travel
Coffee Shop Recharge,Food
Bus Ticket IMPS,Travel
Amazon Prime App,Entertainment
Spotify App,Entertainment
Uber Recharge,Travel
Street Food Recharge,Food
Broadband Bill,Bills
PVR Cinemas NEFT,Entertainment
Vi Mobile Bill Bill,Bills
Bikanervala Payment,Food
Gaming Top-up IMPS,Entertainment
MakeMyTrip via UPI,Travel
Temple Donation Transaction,Miscellaneous
BigBasket Purchase,Groceries
Shoppers Stop Bill,Shopping
Vi Mobile Bill Online,Bills
Health Insurance Purchase,Healthcare
Practo App,Healthcare
Coffee Shop via UPI,Food
Dining NEFT,Food
Inox Online,Entertainment
Charity Transaction,Miscellaneous
Myntra Auto-pay,Shopping
Milk Purchase Payment,Groceries
Street Food Transaction,Food
Jio Recharge Bill,Bills
Local Cafe Payment,Food
Amazon Prime Transaction,Entertainment
Bank Charges App,Miscellaneous
Donation Online,Miscellaneous
DTH Recharge NEFT,Bills
Cab Ride Auto-pay,Travel
DTH Recharge NEFT,Bills
Bakery Recharge,Food
Vi Mobile Bill Auto-pay,Bills
Electronics Store Bill,Shopping
Charity,Miscellaneous
Reliance Digital Online,Shopping
IRCTC NEFT,Travel
Gym Membership Bill,Miscellaneous
Medical Lab Test,Healthcare
Ola Purchase,Travel
Pharma IMPS,Healthcare
Appliance Store Transaction,Shopping
Practo Recharge,Healthcare
Music Subscription Bill,Entertainment
Clinic Visit Online,Healthcare
Bikanervala IMPS,Food
RedBus Purchase,Travel
Croma Purchase,Shopping
Amazon Prime App,Entertainment
BookMyShow Transaction,Entertainment
Cab Ride App,Travel
Shoppers Stop Transaction,Shopping
Restaurant Purchase,Food
Practo App,Healthcare
Zepto Purchase,Groceries
Donation NEFT,Miscellaneous
Retail Store IMPS,Shopping
ATM Withdrawal Auto-pay,Miscellaneous
Metro Recharge,Travel
DMart NEFT,Groceries
Reliance Smart Purchase,Groceries
Clinic Visit Payment,Healthcare
Retail Store Transaction,Shopping
Tata Power IMPS,Bills
BookMyShow,Entertainment
Donation Payment,Miscellaneous
Pharma Purchase,Healthcare
Bus Ticket Payment,Travel
Ajio Online,Shopping
Metro Recharge Recharge,Travel
Charity Online,Miscellaneous
Bescom via UPI,Bills
Air India Transaction,Travel
Netmeds NEFT,Healthcare
Spotify,Entertainment
Instamart NEFT,Groceries
Household Items IMPS,Groceries
Electricity Bill via UPI,Bills
Event Ticket Auto-pay,Entertainment
Donation via UPI,Miscellaneous
Airtel Postpaid App,Bills
Clothing Store Auto-pay,Shopping
Event Ticket IMPS,Entertainment
Music Subscription Online,Entertainment
Myntra Bill,Shopping
Rapido via UPI,Travel
Lifestyle NEFT,Shopping
KFC,Food
Bank Charges IMPS,Miscellaneous
Nykaa Online,Shopping
India Post Recharge,Miscellaneous
Cafe Coffee Day Transaction,Food
Clothing Store Purchase,Shopping
Inox Auto-pay,Entertainment
Nykaa Purchase,Shopping
Vi Mobile Bill Online,Bills
Practo Recharge,Healthcare
Doctor Consultation App,Healthcare
Rent Payment Recharge,Bills
Zepto Payment,Groceries
RedBus Bill,Travel
Reliance Digital via UPI,Shopping
Doctor Consultation Payment,Healthcare
Apollo Pharmacy,Healthcare
Metro Recharge via UPI,Travel
Netflix via UPI,Entertainment
Electricity Bill Transaction,Bills
Event Ticket via UPI,Entertainment
ATM Withdrawal NEFT,Miscellaneous
Flipkart Transaction,Shopping
Electricity Bill IMPS,Bills
Nature's Basket NEFT,Groceries
Amazon Bill,Shopping
Mall Purchase Online,Shopping
Dining Online,Food
Netflix Payment,Entertainment
Appliance Store NEFT,Shopping
Myntra App,Shopping
Indigo Airlines NEFT,Travel
Maintenance Charges IMPS,Bills
Starbucks Transaction,Food
Nykaa Auto-pay,Shopping
Local Cafe App,Food
Steam App,Entertainment
Coffee Shop App,Food
Zepto via UPI,Groceries
Music Subscription Bill,Entertainment
Local Cafe NEFT,Food
Jio Recharge IMPS,Bills
Charity App,Miscellaneous
Bakery Recharge,Food
Shoppers Stop Online,Shopping
Dental Treatment Transaction,Healthcare
Music Subscription Auto-pay,Entertainment
Netmeds Online,Healthcare
Zepto Purchase,Groceries
KFC Auto-pay,Food
Amazon Bill,Shopping
Amazon Prime Transaction,Entertainment
Supermarket Grocery NEFT,Groceries
Electronics Store Recharge,Shopping
Steam,Entertainment
OTT Subscription IMPS,Entertainment
Tata Power Auto-pay,Bills
RedBus App,Travel
Netmeds Recharge,Healthcare
Local Kirana Transaction,Groceries
Nykaa Auto-pay,Shopping
RedBus Bill,Travel
Cafe Coffee Day App,Food
MakeMyTrip App,Travel
India Post Bill,Miscellaneous
Airport Taxi Transaction,Travel
Ajio via UPI,Shopping
Temple Donation IMPS,Miscellaneous
Blinkit Recharge,Groceries
Flight Ticket Online,Travel
Zomato Payment,Food
KFC Recharge,Food
Reliance Digital Auto-pay,Shopping
Airtel Postpaid Recharge,Bills
Pharma App,Healthcare
Inox Recharge,Entertainment
Spotify via UPI,Entertainment
Street Food Payment,Food
Street Food Payment,Food
KFC NEFT,Food
Nykaa Online,Shopping
Household Items App,Groceries
India Post Transaction,Miscellaneous
Rapido Recharge,Travel
Sports Ticket Recharge,Entertainment
Blinkit Purchase,Groceries
BigBasket Bill,Groceries
Coffee Shop Auto-pay,Food
1mg IMPS,Healthcare
Steam,Entertainment
Cafe Coffee Day Online,Food
Restaurant Transaction,Food
Metro Recharge Auto-pay,Travel
Bank Charges Recharge,Miscellaneous
Flipkart Bill,Shopping
Hospital Bill Bill,Healthcare
Air India,Travel
Netflix via UPI,Entertainment
Medical Lab Test Transaction,Healthcare
Clinic Visit via UPI,Healthcare
BlueDart IMPS,Miscellaneous
KFC Recharge,Food
Household Items Bill,Groceries
Clinic Visit via UPI,Healthcare
Hotstar Recharge,Entertainment
Ajio NEFT,Shopping
Vi Mobile Bill Recharge,Bills
Indigo Airlines via UPI,Travel
Medical Lab Test App,Healthcare
Ola Bill,Travel
Charity IMPS,Miscellaneous
Haldirams Auto-pay,Food
Domino's Purchase,Food
Water Bill Transaction,Bills
Metro Recharge Purchase,Travel
Local Cafe Recharge,Food
Nature's Basket Payment,Groceries
Starbucks via UPI,Food
BookMyShow Online,Entertainment
ATM Withdrawal App,Miscellaneous
Dental Treatment IMPS,Healthcare
BigBasket Recharge,Groceries
Croma via UPI,Shopping
Medical Lab Test IMPS,Healthcare
Event Ticket Bill,Entertainment
Gym Membership,Miscellaneous
Local Kirana Transaction,Groceries
RedBus Bill,Travel
Bakery via UPI,Food
Sports Ticket NEFT,Entertainment
Tata Power Auto-pay,Bills
Bikanervala via UPI,Food
Clothing Store Purchase,Shopping
Airtel Postpaid IMPS,Bills
Uber IMPS,Travel
Zomato Purchase,Food
KFC Purchase,Food
Bescom Transaction,Bills
Health Insurance App,Healthcare
Vi Mobile Bill NEFT,Bills
Hotstar NEFT,Entertainment
BlueDart,Miscellaneous
Domino's Online,Food
PVR Cinemas Bill,Entertainment
ATM Withdrawal Bill,Miscellaneous
Reliance Smart Bill,Groceries
Tata Power NEFT,Bills
Netflix Recharge,Entertainment
Rent Payment via UPI,Bills
Nature's Basket Purchase,Groceries
Supermarket Grocery Bill,Groceries
Blinkit IMPS,Groceries
Airtel Postpaid Purchase,Bills
Flipkart Payment,Shopping
Spotify Purchase,Entertainment
BookMyShow NEFT,Entertainment
Dining NEFT,Food
1mg Auto-pay,Healthcare
Appliance Store IMPS,Shopping
Local Kirana via UPI,Groceries
KFC NEFT,Food
Clinic Visit Online,Healthcare
BookMyShow Payment,Entertainment
ATM Withdrawal via UPI,Miscellaneous
Sports Ticket Payment,Entertainment
Amazon,Shopping
1mg via UPI,Healthcare
Charity Recharge,Miscellaneous
OTT Subscription Bill,Entertainment
Croma IMPS,Shopping
Hospital Bill NEFT,Healthcare
Street Food Bill,Food
Vi Mobile Bill Transaction,Bills
Netmeds via UPI,Healthcare
Spotify NEFT,Entertainment
Gym Membership Online,Miscellaneous
India Post Payment,Miscellaneous
Rent Payment NEFT,Bills
Local Cafe Recharge,Food
Parking Fee IMPS,Miscellaneous
Gaming Top-up NEFT,Entertainment
Restaurant Auto-pay,Food
Clinic Visit NEFT,Healthcare
Gaming Top-up IMPS,Entertainment
Shoppers Stop,Shopping
Instamart App,Groceries
Sports Ticket via UPI,Entertainment
Netmeds App,Healthcare
Cab Ride,Travel
Gym Membership Transaction,Miscellaneous
Bus Ticket Online,Travel
Courier Service IMPS,Miscellaneous
Steam via UPI,Entertainment
Practo,Healthcare
Maintenance Charges Recharge,Bills
Shoppers Stop Auto-pay,Shopping
Air India Auto-pay,Travel
Shoppers Stop Purchase,Shopping
Practo via UPI,Healthcare
